,conf,year,publisher,track,title,link
159,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.",Effective white-box testing of deep neural networks with adaptive neuron-selection strategy.,https://doi.org/10.1145/3395363.3397346
160,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.",DeepGini: prioritizing massive tests to enhance the robustness of deep neural networks.,https://doi.org/10.1145/3395363.3397357
161,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.",Detecting and understanding real-world differential performance bugs in machine learning libraries.,https://doi.org/10.1145/3395363.3404540
162,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.","Higher income, larger loan? monotonicity testing of machine learning models.",https://doi.org/10.1145/3395363.3397352
163,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.",Detecting flaky tests in probabilistic and machine learning applications.,https://doi.org/10.1145/3395363.3397366
164,ISSTA,2020,ACM,"ISSTA '20: 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, Virtual Event, USA, July 18-22, 2020.",TauJud: test augmentation of machine learning in judicial documents.,https://doi.org/10.1145/3395363.3404364
165,ISSTA,2019,ACM,"Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2019, Beijing, China, July 15-19, 2019.",DeepHunter: a coverage-guided fuzz testing framework for deep neural networks.,https://doi.org/10.1145/3293882.3330579
166,ISSTA,2019,ACM,"Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2019, Beijing, China, July 15-19, 2019.",Automatically testing self-driving cars with search-based procedural content generation.,https://doi.org/10.1145/3293882.3330566
167,ISSTA,2018,ACM,"Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2018, Amsterdam, The Netherlands, July 16-21, 2018.",Compiler fuzzing through deep learning.,https://doi.org/10.1109/IJCNN48605.2020.9206911
168,ISSTA,2018,ACM,"Proceedings of the 27th ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2018, Amsterdam, The Netherlands, July 16-21, 2018.",Identifying implementation bugs in machine learning based image classifiers using metamorphic testing.,https://doi.org/10.1145/3213846.3213858
169,ISSTA,2018,ACM,"Companion Proceedings for the ISSTA/ECOOP 2018 Workshops, ISSTA 2018, Amsterdam, Netherlands, July 16-21, 2018.",Subtype polymorphism 脿 la carte via machine learning on dependent types.,
170,ECOOP,2019,Schloss Dagstuhl - Leibniz-Zentrum f眉r Informatik,"33rd European Conference on Object-Oriented Programming, ECOOP 2019, July 15-19, 2019, London, United Kingdom.",How to Avoid Making a Billion-Dollar Mistake: Type-Safe Data Plane Programming with SafeP4.,https://doi.org/10.4230/LIPIcs.ECOOP.2019.12
171,ECOOP,2018,ACM,"Companion Proceedings for the ISSTA/ECOOP 2018 Workshops, ISSTA 2018, Amsterdam, Netherlands, July 16-21, 2018.",Subtype polymorphism 脿 la carte via machine learning on dependent types.,
172,ICPC,2020,ACM,"ICPC '20: 28th International Conference on Program Comprehension, Seoul, Republic of Korea, July 13-15, 2020.",Duplicate Bug Report Detection Using Dual-Channel Convolutional Neural Networks.,https://doi.org/10.1145/3387904.3389263
173,ICPC,2020,ACM,"ICPC '20: 28th International Conference on Program Comprehension, Seoul, Republic of Korea, July 13-15, 2020.",How are Deep Learning Models Similar?: An Empirical Study on Clone Analysis of Deep Learning Software.,https://doi.org/10.1145/3387904.3389254
174,ICPC,2020,ACM,"ICPC '20: 28th International Conference on Program Comprehension, Seoul, Republic of Korea, July 13-15, 2020.",Improved Code Summarization via a Graph Neural Network.,https://doi.org/10.1145/3387904.3389268
175,ICPC,2019,IEEE / ACM,"Proceedings of the 27th International Conference on Program Comprehension, ICPC 2019, Montreal, QC, Canada, May 25-31, 2019.",Comparing heuristic and machine learning approaches for metric-based code smell detection.,https://doi.org/10.1109/ICPC.2019.00023
176,ICPC,2019,IEEE / ACM,"Proceedings of the 27th International Conference on Program Comprehension, ICPC 2019, Montreal, QC, Canada, May 25-31, 2019.",DeepVisual: a visual programming tool for deep learning systems.,https://doi.org/10.1109/ICPC.2019.00028
177,ICPC,2018,ACM,"Proceedings of the 26th Conference on Program Comprehension, ICPC 2018, Gothenburg, Sweden, May 27-28, 2018.",Learning lexical features of programming languages from imagery using convolutional neural networks.,https://doi.org/10.1145/3196321.3196359
178,ICPC,2017,IEEE Computer Society,"Proceedings of the 25th International Conference on Program Comprehension, ICPC 2017, Buenos Aires, Argentina, May 22-23, 2017.",Bug localization with combination of deep learning and information retrieval.,https://doi.org/10.1109/ICPC.2017.24
179,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",Graph Neural Network Based Collaborative Filtering for API Usage Recommendation.,https://doi.org/10.1109/SANER50967.2021.00013
180,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",Binary level toolchain provenance identification with graph neural networks.,https://doi.org/10.1109/SANER50967.2021.00021
181,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",DeepCon: Contribution Coverage Testing for Deep Learning Systems.,https://doi.org/10.1109/SANER50967.2021.00026
182,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",Plot2API: Recommending Graphic API from Plot via Semantic Parsing Guided Neural Network.,https://doi.org/10.1109/SANER50967.2021.00049
183,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",MSR4ML: Reconstructing Artifact Traceability in Machine Learning Repositories.,https://doi.org/10.1109/SANER50967.2021.00061
184,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",An Analysis of Testing Scenarios for Automated Driving Systems.,https://doi.org/10.1109/SANER50967.2021.00078
185,SANER,2021,IEEE,"28th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021, Honolulu, HI, USA, March 9-12, 2021.",Investigation of Blockchain Cryptocurrencies' Price Movements Through Deep Learning: A Comparative Analysis.,https://doi.org/10.1109/SANER50967.2021.00091
186,SANER,2020,IEEE,"27th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2020, London, ON, Canada, February 18-21, 2020.",Detecting Code Clones with Graph Neural Network and Flow-Augmented Abstract Syntax Tree.,https://doi.org/10.1109/SANER48275.2020.9054857
187,SANER,2020,IEEE,"27th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2020, London, ON, Canada, February 18-21, 2020.",Deep Learning Based Identification of Suspicious Return Statements.,https://doi.org/10.1109/SANER48275.2020.9054826
188,SANER,2020,IEEE,"27th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2020, London, ON, Canada, February 18-21, 2020.",Leveraging Machine Learning for Software Redocumentation.,https://doi.org/10.1002/spe.2933
189,SANER,2020,IEEE,"27th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2020, London, ON, Canada, February 18-21, 2020.",Documentation of Machine Learning Software.,https://doi.org/10.1109/SANER48275.2020.9054844
190,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",Bilateral Dependency Neural Networks for Cross-Language Algorithm Classification.,https://doi.org/10.1109/SANER.2019.8667995
191,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",DeepLink: A Code Knowledge Graph Based Deep Learning Approach for Issue-Commit Link Recovery.,https://doi.org/10.1109/SANER.2019.8667969
192,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",CNN-FL: An Effective Approach for Localizing Faults using Convolutional Neural Networks.,https://doi.org/10.1109/SANER.2019.8668002
193,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",Sorting and Transforming Program Repair Ingredients via Deep Learning Code Similarities.,https://doi.org/10.1109/SANER.2019.8668043
194,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",DeepCT: Tomographic Combinatorial Testing for Deep Learning Systems.,https://doi.org/10.1109/SANER.2019.8668044
195,SANER,2019,IEEE,"26th IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2019, Hangzhou, China, February 24-27, 2019.",GUARDIAML: Machine Learning-Assisted Dynamic Information Flow Control.,https://doi.org/10.1109/SANER.2019.8667979
196,SANER,2018,IEEE Computer Society,"25th International Conference on Software Analysis, Evolution and Reengineering, SANER 2018, Campobasso, Italy, March 20-23, 2018.",A deep neural network language model with contexts for source code.,https://doi.org/10.1109/SANER.2018.8330220
197,SANER,2018,IEEE Computer Society,"25th International Conference on Software Analysis, Evolution and Reengineering, SANER 2018, Campobasso, Italy, March 20-23, 2018.",Using recurrent neural networks for decompilation.,https://doi.org/10.1109/SANER.2018.8330222
198,SANER,2018,IEEE Computer Society,"25th International Conference on Software Analysis, Evolution and Reengineering, SANER 2018, Campobasso, Italy, March 20-23, 2018.",Extracting features from requirements: Achieving accuracy and automation with neural networks.,https://doi.org/10.1109/SANER.2018.8330243
199,SANER,2018,IEEE Computer Society,"25th International Conference on Software Analysis, Evolution and Reengineering, SANER 2018, Campobasso, Italy, March 20-23, 2018.",Keep it simple: Is deep learning good for linguistic smell detection?,https://doi.org/10.1109/SANER.2018.8330265
200,SANER,2018,IEEE Computer Society,"2018 IEEE Workshop on Machine Learning Techniques for Software Quality Evaluation, MaLTeSQuE@SANER 2018, Campobasso, Italy, March 20, 2018.",Machine learning-based run-time anomaly detection in software systems: An industrial evaluation.,https://doi.org/10.1109/MALTESQUE.2018.8368453
201,SANER,2017,IEEE Computer Society,"2017 IEEE Workshop on Machine Learning Techniques for Software Quality Evaluation, MaLTeSQuE@SANER, Klagenfurt, Austria, February 21, 2017.",Machine learning for finding bugs: An initial report.,https://doi.org/10.1109/MALTESQUE.2017.7882012
202,ICSME,2020,IEEE,"IEEE International Conference on Software Maintenance and Evolution, ICSME 2020, Adelaide, Australia, September 28 - October 2, 2020.",On the Impact of Multi-language Development in Machine Learning Frameworks.,https://doi.org/10.1109/ICSME46990.2020.00058
203,ICSME,2020,IEEE,"IEEE International Conference on Software Maintenance and Evolution, ICSME 2020, Adelaide, Australia, September 28 - October 2, 2020.",Few-Shot Guided Mix for DNN Repairing.,https://doi.org/10.1109/ICSME46990.2020.00079
204,ICSME,2020,IEEE,"IEEE International Conference on Software Maintenance and Evolution, ICSME 2020, Adelaide, Australia, September 28 - October 2, 2020.",Graph Neural Network-based Vulnerability Predication.,https://doi.org/10.1109/ICSME46990.2020.00096
205,ICSME,2020,IEEE,"IEEE International Conference on Software Maintenance and Evolution, ICSME 2020, Adelaide, Australia, September 28 - October 2, 2020.",An Empirical Study of the Dependency Networks of Deep Learning Libraries.,https://doi.org/10.1109/ICSME46990.2020.00116
206,ICSME,2019,IEEE,"2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019, Cleveland, OH, USA, September 29 - October 4, 2019.",Deep Learning Anti-Patterns from Code Metrics History.,https://doi.org/10.1109/ICSME.2019.00021
207,ICSME,2019,IEEE,"2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019, Cleveland, OH, USA, September 29 - October 4, 2019.",Learning to Identify Security-Related Issues Using Convolutional Neural Networks.,https://doi.org/10.1109/ICSME.2019.00024
208,ICSME,2019,IEEE,"2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019, Cleveland, OH, USA, September 29 - October 4, 2019.",Continuous Collateral Privacy Risk Auditing of Evolving Autonomous Driving Software.,https://doi.org/10.1109/ICSME.2019.00055
209,ICSME,2019,IEEE,"2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019, Cleveland, OH, USA, September 29 - October 4, 2019.",Ticket Tagger: Machine Learning Driven Issue Classification.,https://doi.org/10.1109/ICSME.2019.00070
210,ICSME,2019,IEEE,"2019 IEEE International Conference on Software Maintenance and Evolution, ICSME 2019, Cleveland, OH, USA, September 29 - October 4, 2019.",DeepEvolution: A Search-Based Testing Approach for Deep Neural Networks.,https://doi.org/10.1109/ICSME.2019.00078
211,ICSME,2018,IEEE Computer Society,"2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018, Madrid, Spain, September 23-29, 2018.",DRLgencert: Deep Learning-Based Automated Testing of Certificate Verification in SSL/TLS Implementations.,https://doi.org/10.1109/ICSME.2018.00014
212,ICSME,2018,IEEE Computer Society,"2018 IEEE International Conference on Software Maintenance and Evolution, ICSME 2018, Madrid, Spain, September 23-29, 2018.",Automatic Traceability Maintenance via Machine Learning Classification.,https://doi.org/10.1109/ICSME.2018.00045
213,ICSME,2017,IEEE Computer Society,"2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017, Shanghai, China, September 17-22, 2017.",CCLearner: A Deep Learning-Based Clone Detection Approach.,https://doi.org/10.1109/ICSME.2017.46
214,ICSME,2017,IEEE Computer Society,"2017 IEEE International Conference on Software Maintenance and Evolution, ICSME 2017, Shanghai, China, September 17-22, 2017.",Semantics-Aware Machine Learning for Function Recognition in Binary Code.,https://doi.org/10.1109/ICSME.2017.59
215,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",On failures of RGB cameras and their effects in autonomous driving applications.,https://doi.org/10.1109/ISSRE5003.2020.00011
216,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",AV-FUZZER: Finding Safety Violations in Autonomous Driving Systems.,https://doi.org/10.1109/ISSRE5003.2020.00012
217,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",SwissLog: Robust and Unified Deep Learning Based Log Anomaly Detection for Diverse Faults.,https://doi.org/10.1109/ISSRE5003.2020.00018
218,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",Modelling Machine Learning Components for Mapping and Scheduling of AUTOSAR Runnables.,https://doi.org/10.1109/ISSRE5003.2020.00021
219,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",Probabilistic Symbolic Analysis of Neural Networks.,https://doi.org/10.1109/ISSRE5003.2020.00023
220,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",Designing Neural Networks Using Logical Specs.,https://doi.org/10.1109/ISSRE5003.2020.00024
221,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",Deep Learning Based Valid Bug Reports Determination and Explanation.,https://doi.org/10.1109/ISSRE5003.2020.00026
222,ISSRE,2020,IEEE,"31st IEEE International Symposium on Software Reliability Engineering, ISSRE 2020, Coimbra, Portugal, October 12-15, 2020.",Cost-Effective Testing of a Deep Learning Model through Input Reduction.,https://doi.org/10.1109/ISSRE5003.2020.00035
223,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Testing and Debugging Autonomous Driving: Experiences with Path Planner and Future Challenges.,https://doi.org/10.1109/ISSREW51248.2020.00015
224,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Migrating Large Deep Learning Models to Serverless Architecture.,https://doi.org/10.1109/ISSREW51248.2020.00047
225,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Using Metamorphic Testing to Evaluate DNN Coverage Criteria.,https://doi.org/10.1109/ISSREW51248.2020.00055
226,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Applying Machine Learning with Chaos Engineering.,https://doi.org/10.1109/ISSREW51248.2020.00057
227,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Considering Reliability of Deep Learning Function to Boost Data Suitability and Anomaly Detection.,https://doi.org/10.1109/ISSREW51248.2020.00081
228,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Evaluating Deep Learning Classification Reliability in Android Malware Family Detection.,https://doi.org/10.1109/ISSREW51248.2020.00082
229,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",Ensuring Dataset Quality for Machine Learning Certification.,https://doi.org/10.1109/ISSREW51248.2020.00085
230,ISSRE,2020,IEEE,"2020 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Coimbra, Portugal, October 12-15, 2020.",New Wine in an Old Bottle: N-Version Programming for Machine Learning Components.,https://doi.org/10.1109/ISSREW51248.2020.00086
231,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",Assessing the Safety and Reliability of Autonomous Vehicles from Road Testing.,https://doi.org/10.1109/ISSRE.2019.00012
232,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",A Safety Analysis Method for Perceptual Components in Automated Driving.,https://doi.org/10.1109/ISSRE.2019.00013
233,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",An Empirical Study of Common Challenges in Developing Deep Learning Applications.,https://doi.org/10.1109/ISSRE.2019.00020
234,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",Propheticus: Machine Learning Framework for the Development of Predictive Models for Reliable and Secure Software.,https://doi.org/10.1109/ISSRE.2019.00026
235,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",Machine Learning and Constraint Solving for Automated Form Testing.,https://doi.org/10.1109/ISSRE.2019.00030
236,ISSRE,2019,IEEE,"30th IEEE International Symposium on Software Reliability Engineering, ISSRE 2019, Berlin, Germany, October 28-31, 2019.",Symbolic Execution for Importance Analysis and Adversarial Generation in Neural Networks.,https://doi.org/10.1109/ISSRE.2019.00039
237,ISSRE,2019,IEEE,"IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops 2019, Berlin, Germany, October 27-30, 2019.",Engineering and Hardening of Functional Fail-Operational Architectures for Highly Automated Driving.,https://doi.org/10.1109/ISSREW.2019.00038
238,ISSRE,2019,IEEE,"IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops 2019, Berlin, Germany, October 27-30, 2019.",The Performance and Dependability of Control Plane in OpenFlow Networks.,https://doi.org/10.1109/ISSREW.2019.00054
239,ISSRE,2019,IEEE,"IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops 2019, Berlin, Germany, October 27-30, 2019.",Quantification of the Impact of Random Hardware Faults on Safety-Critical AI Applications: CNN-Based Traffic Sign Recognition Case Study.,https://doi.org/10.1109/ISSREW.2019.00058
240,ISSRE,2019,IEEE,"IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops 2019, Berlin, Germany, October 27-30, 2019.",Software Framework for Data Fault Injection to Test Machine Learning Systems.,https://doi.org/10.1109/ISSREW.2019.00087
241,ISSRE,2019,IEEE,"IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops 2019, Berlin, Germany, October 27-30, 2019.",An Empirical Comparison of Two Different Strategies to Automated Fault Detection: Machine Learning Versus Dynamic Analysis.,https://doi.org/10.1109/ISSREW.2019.00099
242,ISSRE,2018,IEEE Computer Society,"29th IEEE International Symposium on Software Reliability Engineering, ISSRE 2018, Memphis, TN, USA, October 15-18, 2018.",DeepMutation: Mutation Testing of Deep Learning Systems.,https://doi.org/10.1109/ISSRE.2018.00021
243,ISSRE,2018,IEEE Computer Society,"2018 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Memphis, TN, USA, October 15-18, 2018.",Using Ontologies for Test Suites Generation for Automated and Autonomous Driving Functions.,https://doi.org/10.1109/ISSREW.2018.00-20
244,ISSRE,2018,IEEE Computer Society,"2018 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Memphis, TN, USA, October 15-18, 2018.",Model Fusion: Weighted N-Version Programming for Resilient Autonomous Vehicle Steering Control.,https://doi.org/10.1109/ISSREW.2018.00-11
245,ISSRE,2018,IEEE Computer Society,"2018 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Memphis, TN, USA, October 15-18, 2018.",Safety Analysis for Highly Automated Driving.,https://doi.org/10.1109/ISSREW.2018.000-7
246,ISSRE,2018,IEEE Computer Society,"2018 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Memphis, TN, USA, October 15-18, 2018.",Machine Learning Augmented Fuzzing.,https://doi.org/10.1109/ISSREW.2018.000-1
247,ISSRE,2018,IEEE Computer Society,"2018 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Memphis, TN, USA, October 15-18, 2018.",An Approach for Predicting Bug Report Fields Using a Neural Network Learning Model.,https://doi.org/10.1109/ISSREW.2018.00011
248,ISSRE,2017,IEEE Computer Society,"2017 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Toulouse, France, October 23-26, 2017.",Control Parameter Optimization for Autonomous Vehicle Software Using Virtual Prototyping.,https://doi.org/10.1109/ISSREW.2017.15
249,ISSRE,2017,IEEE Computer Society,"2017 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Toulouse, France, October 23-26, 2017.",Detection of Memory Leaks in C/C++ Code via Machine Learning.,https://doi.org/10.1109/ISSREW.2017.72
250,ISSRE,2017,IEEE Computer Society,"2017 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Toulouse, France, October 23-26, 2017.",Challenges in Certification of Autonomous Driving Systems.,https://doi.org/10.1109/ISSREW.2017.45
251,ISSRE,2017,IEEE Computer Society,"2017 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Toulouse, France, October 23-26, 2017.",Observation Based Creation of Minimal Test Suites for Autonomous Vehicles.,https://doi.org/10.1109/ISSREW.2017.46
252,ISSRE,2017,IEEE Computer Society,"2017 IEEE International Symposium on Software Reliability Engineering Workshops, ISSRE Workshops, Toulouse, France, October 23-26, 2017.",Non-determinism and Failure Modes in Machine Learning.,https://doi.org/10.1109/ISSREW.2017.64
253,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Validation and Verification, ICST 2020, Porto, Portugal, October 24-28, 2020.",An Empirical Evaluation of Mutation Operators for Deep Learning Systems.,https://doi.org/10.1109/ICST46399.2020.00018
254,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Validation and Verification, ICST 2020, Porto, Portugal, October 24-28, 2020.",Comparing Offline and Online Testing of Deep Neural Networks: An Autonomous Car Case Study.,https://doi.org/10.1109/ICST46399.2020.00019
255,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Validation and Verification, ICST 2020, Porto, Portugal, October 24-28, 2020.",Generating Avoidable Collision Scenarios for Testing Autonomous Driving Systems.,https://doi.org/10.1109/ICST46399.2020.00045
256,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Validation and Verification, ICST 2020, Porto, Portugal, October 24-28, 2020.",Callisto: Entropy-based Test Generation and Data Quality Assessment for Machine Learning Systems.,https://doi.org/10.1109/ICST46399.2020.00060
257,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020, Porto, Portugal, October 24-28, 2020.",Automatic exploratory performance testing using a discriminator neural network.,https://doi.org/10.1109/ICSTW50294.2020.00030
258,ICST,2020,IEEE,"13th IEEE International Conference on Software Testing, Verification and Validation Workshops, ICSTW 2020, Porto, Portugal, October 24-28, 2020.",Towards a Deep Learning Model for Vulnerability Detection on Web Application Variants.,https://doi.org/10.1109/ICSTW50294.2020.00083
259,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",SeqFuzzer: An Industrial Protocol Fuzzing Framework from a Deep Learning Perspective.,https://doi.org/10.1109/ICST.2019.00016
260,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",Testing Machine Learning Algorithms for Balanced Data Usage.,https://doi.org/10.1109/ICST.2019.00022
261,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",An Empirical Assessment of Machine Learning Approaches for Triaging Reports of a Java Static Analysis Tool.,https://doi.org/10.1109/ICST.2019.00036
262,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",Automating Root Cause Analysis via Machine Learning in Agile Software Testing Environments.,https://doi.org/10.1109/ICST.2019.00047
263,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",Classifying False Positive Static Checker Alarms in Continuous Integration Using Convolutional Neural Networks.,https://doi.org/10.1109/ICST.2019.00048
264,ICST,2019,IEEE,"12th IEEE Conference on Software Testing, Validation and Verification, ICST 2019, Xi'an, China, April 22-27, 2019.",Automated Function Assessment in Driving Scenarios.,https://doi.org/10.1109/ICST.2019.00050
265,ICST,2019,IEEE,"2019 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICST Workshops 2019, Xi'an, China, April 22-23, 2019.",Machine Learning to Guide Performance Testing: An Autonomous Test Framework.,https://doi.org/10.1109/ICSTW.2019.00046
266,ICST,2019,IEEE,"2019 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICST Workshops 2019, Xi'an, China, April 22-23, 2019.",On the Industrial Application of Combinatorial Testing for Autonomous Driving Functions.,https://doi.org/10.1109/ICSTW.2019.00058
267,ICST,2019,IEEE,"2019 IEEE International Conference on Software Testing, Verification and Validation Workshops, ICST Workshops 2019, Xi'an, China, April 22-23, 2019.",Variable Strength Combinatorial Testing for Deep Neural Networks.,https://doi.org/10.1109/ICSTW.2019.00066
268,ICST,2018,IEEE Computer Society,"11th IEEE International Conference on Software Testing, Verification and Validation, ICST 2018, V盲ster氓s, Sweden, April 9-13, 2018.",Virtualized-Fault Injection Testing: A Machine Learning Approach.,http://doi.ieeecomputersociety.org/10.1109/ICST.2018.00037
